cluster,raised,goal,engagement,success,donors,shares,length,city,state,title,url,story
3,14431,16000,10,90,68,543,2,DENTON,TX,Maribelle kicks cancer!,https://www.gofundme.com/help-maribelle-kick-cancer,"It happened so slowly and gradually  it's hard to know when it really started  but Maribelle has not been feeling good for a long time. She would eat some crackers or a few bites of a sandwich  then she'd start feeling full. She started losing weight and was fatigued  but she still kept babysitting her grandbaby whenever she was needed  and spent many of her weekends driving to Bryan  three hours away  to spend time with her widowed mother. All the while  she was feeling ill  but like a mama bear  our Mom is reluctant to let on when she's unwell. Finally  in August 2018  even Mom's iron will started to fade  and she began seeking treatment. For months  doctors prodded her. They ordered invasive and expensive tests  but couldn't figure out what was wrong. Finally  the Friday before Thanksgiving  she went to the emergency room in excruciating pain. The doctors performed a laparoscopy  and when she awoke from the anesthesia  they told her the news no one wants to hear: \It's cancer  and it's everywhere.\""Maribelle has a very rare form of cancer that strikes only one in a million: mucinous adenocarcinoma of the appendix. In a cruel twist  she had her appendix removed in 2007  which means this cancer has been growing in her abdomen  undetected  for 11 years. Hundreds of  tumors now encase most of the organs in her belly—her large intestine  gallbladder  spleen  liver and perhaps more.(Images from Maribelle's laparoscopy)Fifteen years ago  this diagnosis would have been a death sentence. This cancer  which is part of a group of cancers called peritoneal cancer  does not typically respond to traditional chemotherapy. But in the early 2000s  a new treatment called Hyperthermic Intraperitoneal Chemotherapy  or HIPEC  began extending the lives of patients by as much as 10+ years.HIPEC will be one of the biggest trials of Maribelle's life. The surgery itself can last up to 16 hours  as surgeons remove any expendable organs and painstakingly excise tumors from what remains  then bathe the abdominal cavity in heated  high-intensity chemotherapy drugs for two hours. When the surgery is over  Maribelle will spend several days in the ICU  stay in the hospital for at least two weeks  and will be out of work for several more as her body recovers. The scar will run the length of her abdomen  from her sternum to her pelvis  and it may be six months to a year before she's fully recovered.Learn more about HIPEC here Maribelle has weathered a lot in her life. As a single working mom  she singlehandedly raised two children and two stepchildren. (That’s one mom and FOUR kids!) During the recession of 2008  she was unexpectedly laid off from her employer of 20+ years  and she went back to school to create a new career for herself in her 50s. Now  Maribelle is too young for Medicare but finds herself facing a daunting medical emergency. Although she has a good job and health insurance  she will be taking a great deal of unpaid time off  and she’ll be  reaching her maximum out-of-pocket limit twice  once for treatment in 2018 and again for 2019.  Your donations will go directly to her hospital fees and other necessary expenses.Fortunately  Maribelle has three things on her side:(Dr Patricio Polanco)1) A great surgical team. We're fortunate to be working with Dr Polanco at UT Southwestern. He is an experienced provider of HIPEC  and we are confident he and his team will give Maribelle the best care in Texas.(Maribelle and grandson Tom)2) A great attitude. If you've met Maribelle  you know she is 100% a  steel magnolia. She's loving and warm  but also highly determined. She  would do anything for her family.  She has four young grandchildren and another due this spring  and Maribelle is not going to let anything get in the way of playing with her precious grandbabies.3) Loving friends and family. Maribelle comes from a family that's as tight-knit as they come  and is surrounded by friends and a church community who are ready to help her through this difficult time. We are already planning to spend weeks of our own time off—paid and unpaid—helping Mom as she heals. She will initially need assistance with all the small tasks of everyday life—dressing  bathing  etc—and will require a special diet for many months. For this reason  she won't be needing meals  but if you'd like to find another way to help her  please send us a message. It's likely she will be needing help with driving  errands  lifting and other tasks for months after the surgery. Thank you again for your help. Together we can get through this difficult moment and help the woman who's given so much  so lovingly  to so many."""
19,11009,18000,14,61,78,392,4,BONITA,CA,THE ZABE FUND,https://www.gofundme.com/the-zabe-fund,THE ZABE FUNDOur wonderful  dear girl Zabe (Stephanie McKibban)  needs the help of all of her friends and family right now.She has been diagnosed with advanced metastatic cancer. I know  it’s a lot to take in. She is so incredibly vibrant and outgoing  the life of the party  with the biggest heart. Zabe was very recently diagnosed  and right now  no one knows exactly what course her disease will take.What we do know is that Zabe needs someone with her at all times  and she needs her partner Joan Denison to be able to be there for her. She also needs to maintain what will be very costly Health Insurance/COBRA coverage. Our goal is to make sure those needs are met  that they are able to cover the insurance premiums  co-pays and not worry about all the other expenses of daily living right now.I could go on forever about Zabe  but If you’re reading this you likely know what a kind and generous person she is  not to mention absolutely hilarious. She’s given us all so much love and laughter as we’ve accompanied her on her wild and wonderful adventures through the years.Your loving donations will certainly help offset the already mounting costs involved.  Zabe’s partner Joan will be withdrawing the funds.
12,11000,11000,29,100,105,157,1,ROCHESTER,NY,Help Sara Shaw Win the Breast Cancer Fight!,https://www.gofundme.com/help-sara-shaw-win-the-breast-cancer-fight,Sara’s BattleMy amazing friend  Sara Shaw  has just started the biggest battle of her life. In December 2018  she was diagnosed with Stage 2 metastatic breast cancer. In January 2019  Sara had a mastectomy and several lymph nodes removed. Due to the discovery of additional cancer  she underwent a second surgery four weeks later to remove 20 more lymph nodes. In February  her cancer was reclassified as Stage 3. She is currently undergoing three months of chemotherapy after which she’ll begin five to six weeks of daily radiation treatments. Hormone therapy will become a part of her life for the next five to ten years after that. About SaraSara lives in Rochester  NY  and is employed as the Senior Director of Programs at a local museum. She is a single mother of two awesome children – Dylan  who is on his own  living nearby in Penfield  and Lydia  who lives at home  works at a cafe  and is finishing her freshman year at Monroe Community College. Sara always strives to maintain a positive attitude about life. Knowing her strength and determination  I am confident she will surmount both the significant physical and emotional challenges that lie ahead – especially with the help and support of her team of doctors  family members  and friends. Financial challenges for Sara also lie ahead. She has health insurance through her employer  but the plan’s very high deductible and ongoing uncovered medical bills for this year will require at least $7 000. The much bigger financial challenge for Sara will be due to the loss of income. Since her diagnosis  she has been able to use paid sick leave and paid vacation days to get through the recent surgeries. Her chemotherapy and radiation treatments  as well as recovery from these treatments  will require a much greater amount of time. Sara will be required to take three to four months of unpaid time off work  resulting in a loss of income – income needed to pay rent  pay monthly bills  support her daughter  and cover day-to-day expenses. These financial burdens will be a source of ongoing stress during this time of already overwhelming anxiety. How can we help Sara?The doctors and specialists are helping Sara from the medical aspect. Family members  friends  and support agencies are providing Sara the needed emotional support. What is left is tackling the financial challenges during her treatment  which will  in turn  help prevent the anxiety that goes with them.If Sara is free of stress related to income loss and uncovered medical expenses  she will be able to focus her energies on healing  maintaining a positive spirit  and taking the best care of herself that she can – something that could prove critical for her recovery. If you know Sara  you know that she is a very kind person with a huge heart. This is an opportunity to return some of that kindness. If you know Sara  you also know that she is not the type of person who likes to ask for help. That is why this GoFundMe request has been created for her. Let’s help Sara WIN this cancer fight!If you wish to make a contribution  please don’t wait. Simply click on the “Donate” icon at the upper right corner of this GoFundMe page. If you know Sara  you know she will be grateful for donations of ANY amount. If you wish to make a donation but prefer not to do so online  please feel free to send a check or money order made out to Sara Shaw to the following address: Attn: Sara Shaw  Joe Yokajty  179 Atlantic Ave - Apt UPPER  Rochester  NY 14607 Please ShareSharing Sara’s GoFundMe page with others  will be awesome! Just click on the Facebook or Tweet icons at the top of the page or forward the link below.  https://www.gofundme.com/help-sara-shaw-win-the-breast-cancer-fight It really is a “paying it forward” opportunity.    : - ) Thanks in advance. Joe We love you Sara!!
12,10975,10000,20,110,51,147,4,ROSEDALE,NY,KEYSHA TREATMENT,https://www.gofundme.com/keysha-treatment,My name is Keysha Moultrie-Stevens. I'm a 37 years old mother of 2 children  a 15 year old & a 8 year old.  I was recently diagnosed with Adenoid Cystic Cancer to the right Paratid Gland a few weeks ago that effected the right side of my facial nerves and face.  It also effected my hearing on the right side which may result in me losing my hearing within the next year. I was diagnosed with this rare cancer 10 years ago but thru surgery and radiation I was able to fight thru it and stay in good health for a few years.  I was told by doctors that this rare cancer is not curable but it is treatable and with the right treatment and monitoring I will be able to fight thru this cancer for years to come. The treatment I need is Chemotherapy and Proton Radiation. Proton Radiation is a specialize radiation that uses a beam of protons to zap the exact area the cancer tumor(s) is located at. There are only 2 ProCure Proton Therapy Centers that is offering this treatment  one is located in New Jersey and the other is in Oklahoma.  The doctors feel this is the best treatment for me to fight this cancer but unfortunately it's out of network and my health insurance does not cover it. I need 6 weeks of radiation and chemo and since my insurance don't want to cover it  it will cost me $15 000 out of pocket to receive this treatment. This news has rocked my family extremely hard but what keeps us going is that the doctors has reinsured us that there is help out there for me and with this help I will be able to continue see my kids grow up and have a family of their own.  I'm asking all my love ones and dear friends from the bottom of my heart for some help and support  so I can get the help I need to fight this cancer. My family and I will really appreciate any help we may receive and I will make it my business to thank everyone that extended a helping hand. May God Bless you all  and thank you for taking the time to read my story.
6,10972,175000,23,6,111,255,3,PHILADELPHIA,PA,For Beth&apos;s Heart,https://www.gofundme.com/for-beth039s-heart,Thank you so much for visiting our page! My name is Allison and my sister  Cara  and I are writing this for our mom  Beth  who is undergoing a thoracic aortic replacement surgery with limited health insurance and no disability coverage through her job. This is a critical  life saving open-heart surgery that will require all of her strength to be focused on her long road to recovery. As a result  she is struggling to find peace because she is unable to cover all the expenses related to this surgery due to her circumstances. My mom and I have Marfan Syndrome  a genetic disease that weakens the connective tissue  which happens to be the glue that holds the body together. This condition makes my mom vulnerable to connective tissue tears  or dissections  which is how we ended up here. 20 years ago  my mom had her first aortic replacement surgery on her ascending aorta which was successful. We hoped that that was the only open-heart surgery she would need in her lifetime. We had a scare 10 years ago when she experienced her first aortic dissection. I’ll never forget the day I woke up and walked into my mom’s room to find her sitting on the end of her bed clutching her chest  unable to breathe. Cara helped me back to my room and told me to stay there until she said everything was ok. I was 12  and I couldn’t stop thinking that this might be the last time I ever saw my mom. All I could think in that moment was that my grandmother  my mom’s mom who also had Marfan Syndrome  and had passed away from an aortic dissection when my mom was only 10  not much younger than I was at the time. It was terrifying. Fortunately  my mom knew she had Marfan’s and was able to be an advocate for herself in the hospital. After telling my mom she was simply having back pain and making her wait in the emergency room for hours untreated  she essentially educated the doctors on her condition and convinced them she was having a dissection and to get her the correct treatment right away.In 2008 when the market crashed my mom lost her job  at which point she decided to go back to school to become a nurse. She wanted to help people heal in the same way her nurses had helped her. My mom has ALWAYS put others first  often forsaking her own health or happiness to make sure others are taken care of. As a nurse  she works with geriatric patients during the day while also picking up shifts at a hospital working with patients recovering from substance abuse. My mom has so much love to give  she is a gentle and kind spirit who wants nothing more than to help others and see them happy. She’s helped so many people  and now it’s our turn to help her. My parents divorced when I was 10 and I so admire my mom for raising two daughters while keeping our lives as close to normal as possible. However  my mother has been accumulating medical bills for her and myself as there are a limited number of doctors specializing in Marfan Syndrome.Fortunately  we’ve found one of the best surgeons to do our mom's surgery  but this quality of care comes with a very high cost. My mom is also concerned about termination at her job because she is not eligible for FMLA protection having been there for less than a year. We are asking for help to pay for my mom’s surgery  medical bills from the hospital  and general everyday things while she is out of work and will not be earning any income. My mom already works 2 jobs to pay her bills — and with this lack of income  I’m afraid she will push herself to go back to work before she’s fully healed. Our greatest wish is that we can help alleviate some of the financial burden we know she is facing. We would like to see her go through her recovery without the added stress of wondering how she will be able to pay for the basics like food and shelter. We ask you to please help if you can  we greatly appreciate anythingyou may be able to give at this time  and we would also greatly appreciate you helping to share our mom’s story. This is major surgery and it is terrifying for me and my sister. We are trying to help my mom in any way we know how  and we would be incredibly appreciative of any help you can give.
18,10990,20000,12,55,164,989,11,EGGHARBORTOWNSHIP,NJ,Help Travis Fight Cancer,https://www.gofundme.com/help-travis-fight-cancer,My sister’s fiancé  my brother to be  Travis Brown  32 years young  has just been diagnosed with stage 4 colon and liver cancer. Travis is a Bass fisherman  but recently began continuing his Education at IRSC to become a Science teacher and a football coach. He has been excelling in that pursuit. Emily & Travis reside in Florida and they have been together almost 10 years. Travis is family  my big brother. Unfortunately  Travis began feeling very ill a couple weeks ago  and has been hospitalized since. Yesterday Travis began chemotherapy.  With Emily by his side  they will fight this together. Travis has overcome a lot in his life  and his aspirations are now put on hold as he goes through this battle. Most importantly  we are asking for prayers for healing and strength. In addition  the financial burden will certainly be a great hardship  since Travis is a full time student  without health insurance. We hope you will find it in your hearts to help relieve some of that stress  with any donation  so Travis and Emily can concentrate on their quest for regaining his health. Our family is very grateful for your love and support and any assistance you could offer
8,10965,50000,21,22,350,1000,1,HARRISONBURG,VA,Miss Kathy Needs Our Help,https://www.gofundme.com/miss-kathy-needs-our-help,Our beloved Miss Kathy | Mama K | Kit Kat needs our help! In November  Kathy Landis suffered a stroke that has left her unable to return to work or live independently. For 37 years she has poured her heart and soul into the James Madison University community. Those who know her well know she is a ray of sunshine in the lives of students  parents and staff.  Kathy bleeds purple and gold  and adores her JMU family more than anything!Kathy’s current needs are extensive. She has mounting medical debt  legal bills for help with retirement and disability  and is living in an assisted living facility  which is not covered by insurance. In addition  she will face a health care crisis in early May  due to the fact that her health insurance premiums will skyrocket once her short-term disability runs out.With Kathy’s permission  we are sharing her story and have set up a Go Fund Me campaign to help Kathy in her time of need. If you are able  please consider donating toward Kathy’s financial needs. No amount is too small. Funds raised will be used to pay for her healthcare/medical needs and legal fees. Please feel free to share this campaign with others.We are so touched by the outpouring of concern from students  alumni  parents  and JMU staff and ask for your continued prayers for Kathy as she continues to navigate a very challenging diagnosis. We love our Mama K  and D-Hall will never be the same without her!Warmly Amy Sheffer & Jennifer Knox  cousinsMarching Royal Dukes Love Miss Kathy
13,10940,14000,14,78,163,864,3,CAPEMAYCOURTHOUSE,NJ,Help Nevena Fight Cancer,https://www.gofundme.com/help-nevena-during-her-fight-with-cancer,I’ve known Nevena since my first year in the US. Wow  that’s 18 years now…If you’ve ever had the chance to know her  whether it’s from Gateway 26  as an employee or a customer  or as a neighbor  or a friend  or an acquaintance  you know that she is kind  giving and always there when you need her help. She is a wonderful and caring mother to her 5 year old son and a loving wife. Well  this time Nevena needs our help  our support and generosity. She needs us in the hardest of times  as she is battling breast cancer. Nevena was diagnosed with triple-negative  pretty invasive and fast developing breast cancer and had to start treatments immediately after her diagnosis  during a time when she had NO health insurance coverage. This diagnosis came at the worst of times  right before the holidays. Needless to say  the cost of treatments  scans  test and medications are in the thousands by now (over $20 000 at this time) and are all out of pocket expense. And this is just the beginning. She needs to go through 5 more rounds of chemo  followed by a surgery and possibly radiation. It has become quite overwhelming for her and her family and the bills just keep coming in. Please consider any donation amount  so we can help Nevena and ease her worries  because the last thing someone needs during their fight with cancer is worrying about medical bills.  I know she has touched the hearts of many people over the years and I hope everyone finds it in their hearts to give back. Thank you for your generosity! Please share this page to help us spread the word!
10,10920,40000,22,27,79,206,4,SANDIEGO,CA,In Search of Life-Saving Answers for Marcia,https://www.gofundme.com/medical-challenge-tassinari-family,Marcia and her family need our help!We’ve known and loved Rusty and Marcia Tassinari for over 20 years. They are exemplary  hard-working  God-loving people  the likes of which we should all strive to emulate. Unfortunately in this world  disease does not discriminate  nor does it care what kind of remarkable life we lead.  We are left to struggle the best we can while still caring for our family.   Marcia faces a dire health challenge  but she and her family hold out hope for a life-saving diagnosis and treatment. A small sacrifice from us can keep their hopes alive.Marcia was an avid athlete who enjoyed running  cycling  hiking  and thrived on fitness. As a physical therapist  she healed others who were suffering from pain. In the last nine months she has suffered from a puzzling condition that has caused chest and abdominal pain  nausea  vomiting  inability to eat and overwhelming fatigue. Multiple visits to physicians at Scripps and UCSD and dozens of tests have shed no light on the cause. Marcia has lost weight (down to 76 lbs!) and is losing strength daily. She can no longer work or care for her young children. Because of their reduced income  her teenage daughter will work to help pay the family household expenses. Their next (and maybe last) option is the Mayo Clinic  which is not covered under their health insurance. We need your prayers  your ideas for a diagnosis  and we need financial assistance to help medical experts find life-saving answers. Any amount would be a tremendous help to a wonderful family trying to live through devastating circumstances.  We're not social media experts so if you can also help spread the word to your circle of family and friends through sharing on Facebook or Twitter  please click on those logos below.Thank you from the bottom of our hearts and God Bless you.Andy and Rusty's Thursday morning Cursillo brothers.
18,10870,20000,12,54,104,679,10,TRACY,CA,We love you Jeanne Green,https://www.gofundme.com/jeanne-green-hospital-fund,Jeanne has always been the person to help anyone & everyone no questions asked. She is currently at UCSF heavily sedated in an induced coma & on a highly specialized lung machine for an undetermined amount of time. She is in critical condition with double pneumonia & a secondary infection that they’ve yet to determine due to multiple tests having not come back yet. There are many more tests to come which will hopefully give her an official diagnosis  treatment plan & overall prognosis. It will continue to be a roller coaster ride for an undetermined amount of time. Her team of doctors are cautiously optimistic as she goes from hours...to days...to weeks & then back around again. Her condition is extremely critical & can change for the worse at any moment. Although she has health insurance  it is not yet determined if or what percentage of her extraordinarily expensive medical bills will be covered. In addition to that they have the financial burden of household expenses & rent now on a single income. Eddie is currently working two jobs as it is to provide for his wife. Due to this very dire & unpredictable situation  we would like to lessen their financial burden as much as possible now & going forward.Jeanne is well loved by countless family & friends. Any sized donation to help is appreciated well beyond words! We ask that you please consider making a donation even if it is one dollar. All of her family thank you for anything you are able to do. Please share this page to others & continue good vibes  thoughts & prayers going for Jeanne. We thank you!!
17,10830,10000,12,108,137,843,4,NORWALK,CA,London&apos;s Medical Insurance,https://www.gofundme.com/london039s-medical-insurance,On October 12th  2018  after 2 weeks in the hospital we were told that London had Stage 4 Colon Cancer that metastasized to his liver.  Since his hospitalization on October 2nd  2018  London has been unable to work. His doctors tell him he has a fighting chance but he will have to undergo aggressive Chemotherapy in order to shrink and irradiate the tumors in his liver.  London and I are in need of help to cover his Cobra Premiums.  London was the sole carrier of our families health insurance and due to his disability he will lose his coverage and Cobra will kick in.  London would continue to have medical insurance through his Cobra benefits.  As many of you know Cobra is expensive but it is a matter of life and death.  I am doing everything possible to keep our family a float and I'm asking for any financial help.   London is a fighter and will give Cancer such a good fight that it will regret ever invading his body.  London  I and our three girls will be eternally grateful for you help and support.
9,10820,12000,19,90,103,327,4,ASHEVILLE,NC,Brian Still - Stage IV Colon Cancer,https://www.gofundme.com/brian-still-stage-iv-colon-cancer,We recently found out that our assistant manager of Zaniac Brian Still  has stage IV colon cancer that has metastasized to his liver and lymph nodes. We were all devastated to hear the news. Brian is only 33 and has decided on chemotherapy as his course of treatment. As parents in our community have learned this news  the outpouring of love and support we’ve experienced has been truly amazing. Many of you asked us what you can do to help. We know Brian has a hellish road ahead of him  but with his signature sense of humor (still intact) and with the strength of our community  we can show our love and support for Brian by lessening the burden of his out-of-pocket medical expenses.  We started this GoFundMe Campaign with an initial goal to raise at least $6 000 to cover his health insurance deductible for 2018. Thanks to our incredible community  we met that goal and want to continue to raise money for Brian to offset his medical expenses for 2019. Let’s show Brian he’s not alone in this fight. Brian will be working with us at Zaniac when he feels up to it  so you will see him around the campus from time to time. He loves all the students and won't be able to resist coming in to see them. Brian's parents have moved down from Virginia to look after him and to support him during his treatments which begin right before Thanksgiving weekend. We appreciate all the love and support for Brian. Thank you for contributing to Brian’s GoFundMe which will help him focus on his treatment during this time.Please share this post with your friends and let's show Brian the power of a community coming together!
12,10805,20000,10,54,37,295,5,SANTAROSA,CA,Help Joann fight stage 4 cancer,https://www.gofundme.com/help-with-joanns-cancer-treatment,Dear friends and family In March 2017 Joann's life was suddenly changed when she was diagnosed with colon cancer. After 6 months of chemo  we thought she was in the clear. A short time ago in the summer of 2018 she was informed that her cancer had returned. Now it is stage 4 and was told her life would be drastically cut short. After 2 months of being on a trial drug  it became apparent this was not the quality of life she wants to have. Immunotherapy is the next option which is  unfortunately not covered under health insurance. Joann is someone with a big heart and always willing to help others. She has a strong work ethic. After working at the Santa Rosa Junior College for 26 years  she is well loved by the students  faculty and staff members. In December 2018 she will officially be retired. JoAnn is a devoted mother of 4 and grandmother of 5. Being a single parent raising 4 kids on her own  she taught us the value of family and the importance of being there for each other. The rock of our family  she is always positive  supportive and encouraging.  She never complains even in the most difficult or painful of times. As one of Jehovah's Witnesses she relies on her faith to keep her strong.Many people have inquired how they can help financially so  we have decided to put up a go fund me account to help with her treatments and quality of life. Although her cancer is aggressive  Joann is still positive and optimistic.  We truly appreciate anything you can offer whether financially or spiritually.
12,10800,20000,19,54,169,556,1,BUFFALO,NY,Help Lauren Vargo Beat Cancer,https://www.gofundme.com/help-weezy-beat-breast-cancer,After a routine breast exam  Lauren was diagnosed with Stage 3 breast cancer in August 2018. As many of you are already aware  this diagnosis came just 4 months after her beloved mother (Nancy) suddenly passed away from pancreatic cancer. Lauren has a long journey of treatment and surgeries ahead of her. She has completed her first round of chemo  with a double mastectomy  reconstruction  and radiation still to come. She is nothing short of an inspiration. Lauren has consistently worked throughout this process  only taking time off for chemo treatments. However  she needs our help. Her health insurance can only cover so much  leaving her with medical bills that will approximate at least $20K. We would like to give back to the aunt  sister  daughter  and best friend that has always given us so much. Please donate and help Lauren continue her fight against breast cancer. Any amount would help tremendously. We love you  Weezy!
0,10770,10500,12,103,146,1000,3,CHATSWORTH,CA,Larry Kutcher&apos;s Spinal Nerve Damage Treatment,https://www.gofundme.com/larry-kutchers-spinal-nerve-damage-treatment,As many of you who are friends with Larry Kutcher on Facebook already know  he has had two back surgeries in the last 18 months. One to remove broken discs and then another to do corrective surgery  after a car accident he was in damaged the previous surgical area . The current situation is that these discs pressed and pinched on Larry's spinal root nerves for too long a time and now these nerves are damaged and slowly deteriorating. Without treatment  Larry could lose his ability to do normal everyday functions and even his ability to walk eventually. Larry is a gifted pianist and composer. Without treatment  he would lose the ability to play the piano or any musical instrument  which is his lifelong work and livelihood. The treatment for his nerve damage involves a relatively new approach called Stem Cell Therapy.  Stem cell therapy for nerve damage is surprisingly straightforward. Stem cells are collected from your own blood  bone marrow  or from your fat tissue. Once the stem cells are recovered  they are then injected into specific locations where they adapt to heal damaged tissue. Results may not show immediately  but once the cells get to work  the healing process begins. Stem cells are key to unlocking your body’s ability to heal itself. Broadly speaking  adult stem cells are what is known as undifferentiated (meaning that they are not permanently locked into a specific kind of cell)  and can become other kinds of cellular tissue that can be used to repair damaged or diseased areas  such as damaged nerves  as needed.How is this possible? You can think of adult stem cells as living  universal building blocks. As such  they can be activated  multiplying into many other kinds of cells  including nerve cells. This means that tissue may be able to regenerate  and heal in ways once thought to be impossible. The longer Larry waits for this treatment  the worse his condition will get and lessen his chances for full healing.Larry's health insurance is bare minimal and does not cover this kind of treatment. He is experiencing great pain and suffering 24/7. These treatments are crucial for Larry in order to relieve the disabling pain that is spreading throughout his body and to restore his life and his music back to him! Many of you already know  Larry and his beautiful music. For those of you who don't  here is a video of his work to help you get a feel for Larry and his heart.
13,10755,20000,13,54,179,1000,2,DAVENPORT,FL,Help Michael&#x2019;s Journey to #BeatDipg,https://www.gofundme.com/t7ztqv-michaels-journey,Michael was diagnosed with a brain tumor. It’s an inoperable tumor (cancer) called DIPG  Diffuse Intrinsic Pontine Glioma  located in the brain stem so even doing a biopsy could have be dangerous or even fatal to Michael’s life. Michael believes that God will heal him in his entirety.  It is Michael’s faith that keeps us strong and we are praying for supernatural healing because God has the final say on Michael’s Journey. This GoFundMe was made because a lot of friends and family keep reminding us that whatever we need to just let them know…so here it is!  We need your help to raise funds for Michael’s medical bills and other expenses that we are undergoing as family including the 3 credit cards that were used for air lift  hospital in the Bahamas fees not covered by health insurance   deductibles for radiation and Oncology Doctors appointments and income help for the family household since Idiana is in and out of work due to Michael’s condition. Donations will be deposited directly to my bank account (Idiana McGill  Michael’s mom) and I will be submitting the payments towards the difference bills to cover all these necessities. We are now responding to the kindness of your heart and ask for ant type of donation.  We believe in our hearts that God will provide  and you will be used as an instrument for Him to aide us in this time of need. Those who know us know that we do not take this lightly and any type of donation is welcomed to continue the road on Michael’s Journey.We will post updates on the different bills being payed on the FB Group Michael’s Journey!
14,10735,50000,23,21,117,279,1,SILVERSPRING,MD,Medical Bills for William Hovis,https://www.gofundme.com/medical-bills-for-jungmin-william-hovis,Today  William completed his 33rd  and FINAL radiation treatment. Many thanks to EVERYONE who have supported us along the way AND the excellent TEAM of nurses and doctors at Johns Hopkins Kimmel Cancer Center at Sibley Memorial Hospital. The whole process was a bit scary for all involved but whenever Kristy and I needed some encouragement all we had to do was turn to William who throughout the whole process was amazingly strong! Truly a SUPERHERO! The journey is not over as now we work with the oncology TEAM at Children's to decide on the next course of action. High Grade Gliomas are the most aggressive and difficult forms of cancer to treat but we have options (both FDA approved and Trials) and we will be praying that WE WILL BEAT THIS!  The final week of radiation is upon us and William has been a Superhero throughout!. Well actually we don't end until April 15th but who's counting. Spent the weekend hunting Golden Rainbow trout in WV but only came away with one GIANT Rainbow. Good catch. Followed this up with some NCAA basketball but even though MSU didn't come away with a win it was a great season. Ending the weekend with a brunch hosted by buds from #letmerun. Thanks Alfonso! and some more fishing of course!Thanks to all those who have supported us in so many ways. Jerry and Kristy. I (Deb Levy) have added Gerald (Jerry) Hovis as the beneficiary of this campaign. As you all know  Jerry is the father of William Hovis who is undergoing treatments for brain cancer.  This note is a transparency requirement of the GoFundMe Organization. Thanks.As many of you know  William Hovis had a brain tumor removed on Jan. 29  2019  and he is now undergoing six weeks of radiation treatment and will most likely be followed by chemotherapy. Even with Kristy and Jerry's health insurance  they are sure to incur significant out of pocket costs. This is going to be a long battle. Any support that loved ones can give will help William get the proper care he needs to heal. If you've met William you are really lucky  if you haven't yet met him you will love him when you do! He is really a wonderful kid.
19,10704,700000,7,2,47,583,2,PENSACOLA,FL,A Miracle for Mercedes,https://www.gofundme.com/a-miracle-for-mercedes,You never think it’ll happen to you. You never think something like this will hit so close to home. You see it on tv  in movies  on the news and Facebook but never in your own life. It’s not something that any parent can prepare for. It’s not something that can be consoled or sympathized. If you’ve ever heard a team of doctors say  “your child is dying”  you know what I mean. You know the utterly helpless  gut wrenching feeling that hits you so deep in the chest that it physically takes your breath away. This is the story of one of my very best friends. While her 24 year old daughter lay in the hospital bed with severe liver failure  the doctors say her only chance of survival is a transplant. No 24 year old should have to endure what this poor girl already has in just the last year. Mercedes does not currently have health insurance  so we are looking at paying for a transplant out of pocket. If you can spare anything at all  the gratitude from our entire family can never be repaid. We thank you from the bottom of our hearts.
18,10695,15000,11,71,114,855,5,LYNCHBURG,VA,Urgent Help for Ramon Mendoza,https://www.gofundme.com/urgent-help-for-ramon-mendoza,On Monday  November 12  our family received very difficult news. Ramón Mendoza  husband  father of four  and close friend to many  had a heart attack.With the help from God  he was quickly transported to the ER and was given an Emergency Catheterization. Since then  Ramón has been improving in an observation and recovery period interned in a clinic in Puebla  Mexico. During these next days  he will be hospitalized with routine medical check-ups and continuous treatment.Ramón and his family have been serving God as full-time missionaries in South America for the past 20 years. Health insurance is not always an option for full-time missionaries in this location. We as a family face this trouble with Ramón’s heart attack and the finances that have arisen from it.The total debt that we owe to the Clinic is $15 000. Our family is unable to pay this large amount out of pocket and we are trusting God that He will provide. We ask for help from you  that you may be able to help our family in this hard season. Whether you can give $1000 or $1  it will help Ramón and his mission to serve Christ. Today  we want to thank you for your prayers and support given to our family so far.We continue to trust God and what He will do through His miraculous hand.Thank you for joining us in this situation   - The Mendoza Jiménez Family -
