All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID
10/09/2014,"Full House Resorts, Inc. (NasdaqCM:FLL)",NasdaqCM:FLL,Investor Activism,Successful,-,-,-,IQTR274180350
10/09/2014,Civeo Corporation (NYSE:CVEO),NYSE:CVEO,Investor Activism,Withdrawn,-,"GreenLight Capital, Inc.",-,IQTR274198146
10/09/2014,"Patrick Industries, Inc. (NasdaqGS:PATK)",NasdaqGS:PATK,Investor Activism,Withdrawn,-,Tontine Capital Management LLC,-,IQTR274198626
10/08/2014,"Boardriders, Inc.",-,Investor Activism,Withdrawn,-,"Consac, LLC",-,IQTR274535718
10/08/2014,Rangers International Football Club plc,-,Investor Activism,Successful,-,-,-,IQTR275149617
10/07/2014,"Innophos Holdings, Inc. (NasdaqGS:IPHS)",NasdaqGS:IPHS,Investor Activism,Settled,-,FrontFour Capital Group LLC,-,IQTR424083979
10/06/2014,Donegal Group Inc. (NasdaqGS:DGIC.B),NasdaqGS:DGIC.B,Investor Activism,Settled,-,-,-,IQTR273858887
10/06/2014,OHA Investment Corporation (NasdaqGS:OHAI),NasdaqGS:OHAI,Investor Activism,Withdrawn,-,"Indaba Capital Management, L.P.",-,IQTR273865418
10/06/2014,"Aviat Networks, Inc. (NasdaqGS:AVNW)",NasdaqGS:AVNW,Investor Activism,Settled,-,Lone Star Value Management LLC,-,IQTR273867586
10/06/2014,"Harvard Illinois Bancorp, Inc. (OTCPK:HARI)",OTCPK:HARI,Investor Activism,Withdrawn,-,Stilwell Value LLC,-,IQTR274505012
10/03/2014,Valley Community Bank,-,Investor Activism,Successful,-,"Taylor Asset Management, Inc.",-,IQTR273807729
10/02/2014,ZF TRW Automotive Holdings Corp.,-,Investor Activism,Unsuccessful,-,"KSA Capital Management, LLC",-,IQTR273771449
10/02/2014,"Lionbridge Technologies, Inc.",-,Investor Activism,Settled,-,Glen Capital Partners LLC,-,IQTR274615809
09/30/2014,"SeaChange International, Inc. (NasdaqGS:SEAC)",NasdaqGS:SEAC,Investor Activism,Withdrawn,-,"Roumell Asset Management, LLC",-,IQTR273610524
09/30/2014,The Eastern Company (NasdaqGM:EML),NasdaqGM:EML,Investor Activism,Successful,-,"Barington Capital Group, L.P.",-,IQTR273613355
09/29/2014,Volcano Corporation,-,Investor Activism,Withdrawn,-,"Engaged Capital, LLC",-,IQTR273531540
09/29/2014,"ClubCorp Holdings, Inc.",-,Investor Activism,Withdrawn,-,Lucus Advisors LLC,-,IQTR273535027
09/26/2014,"Allergan, Inc.",-,Investor Activism,Withdrawn,-,Pentwater Capital Management LP,-,IQTR272973024
09/26/2014,"Shutterfly, Inc. (NasdaqGS:SFLY)",NasdaqGS:SFLY,Investor Activism,Successful,-,"Marathon Partners Equity Management, LLC",-,IQTR272981446
09/26/2014,Altaba Inc. (NasdaqGS:AABA),NasdaqGS:AABA,Investor Activism,Successful,-,Starboard Value LP,-,IQTR272987940
09/26/2014,RS Legacy Corporation,-,Investor Activism,Settled,-,Standard General L.P.,-,IQTR274534848
09/24/2014,Exa Corporation,-,Investor Activism,Unsuccessful,-,"Discovery Group Holding Company, LLC",-,IQTR272771016
09/24/2014,North American Construction Group Ltd. (TSX:NOA),TSX:NOA,Investor Activism,Withdrawn,-,FrontFour Capital Group LLC,-,IQTR272773255
09/24/2014,"Bob Evans Farms, Inc.",-,Investor Activism,Withdrawn,-,"Sandell Asset Management Corp.; Sandell Investment Services, L.L.C.",-,IQTR272777704
09/24/2014,Lantern Hotel Group,-,Investor Activism,Unsuccessful,-,Millinium Asset Services Pty Ltd.,-,IQTR279102467
09/23/2014,"Lucas Energy, Inc.",-,Investor Activism,Withdrawn,-,"Condagua, LLC",-,IQTR272708888
09/23/2014,Oracle Corporation (NYSE:ORCL),NYSE:ORCL,Investor Activism,Unsuccessful,-,The California State Teachers Employees' Retirement System,-,IQTR273531362
09/22/2014,Imvescor Restaurant Group Inc.,-,Investor Activism,Withdrawn,-,"Crescendo Partners, L.P.",-,IQTR272634695
09/22/2014,LMP Real Estate Income Fund Inc.,-,Investor Activism,Settled,-,"Bulldog Investors, LLC",-,IQTR272639305
09/22/2014,"Epiq Systems, Inc.",-,Investor Activism,Settled,-,"P2 Capital Partners, LLC",-,IQTR272704664
09/19/2014,Family Dollar Stores Inc.,-,Investor Activism,Unsuccessful,-,Dollar General Corporation (NYSE:DG),-,IQTR272555823
09/18/2014,Carpentaria Resources Limited (ASX:CAP),ASX:CAP,Investor Activism,Withdrawn,-,Silvergate Capital Pty Ltd,-,IQTR279333912
09/17/2014,E. I. du Pont de Nemours and Company,-,Investor Activism,Unsuccessful,-,"Trian Fund Management, L.P.",-,IQTR272403807
09/17/2014,"Evans Bancorp, Inc. (AMEX:EVBN)",AMEX:EVBN,Investor Activism,Withdrawn,-,"Maltese Capital Management, LLC",-,IQTR272404420
09/17/2014,"Epiq Systems, Inc.",-,Investor Activism,Settled,-,"St. Denis J. Villere & Co., LLC",-,IQTR272405645
09/16/2014,"Decisionpoint Systems, Inc. (OTCPK:DPSI)",OTCPK:DPSI,Investor Activism,Successful,-,-,-,IQTR272346894
09/16/2014,"CCA Industries, Inc. (OTCPK:CAWW)",OTCPK:CAWW,Investor Activism,Withdrawn,-,Capital Preservation Holdings LLC,-,IQTR272580735
09/11/2014,Viavi Solutions Inc. (NasdaqGS:VIAV),NasdaqGS:VIAV,Investor Activism,Unsuccessful,-,Sandell Asset Management Corp.,-,IQTR272170689
09/11/2014,Chase Mining Corporation Limited (ASX:CML),ASX:CML,Investor Activism,Withdrawn,-,-,-,IQTR279420268
09/10/2014,"Blue Calypso, Inc. (OTCPK:BCYP)",OTCPK:BCYP,Investor Activism,Settled,-,-,-,IQTR272404235
09/09/2014,Farmers National Banc Corp. (NasdaqCM:FMNB),NasdaqCM:FMNB,Investor Activism,Withdrawn,-,"Ancora Advisors, LLC",-,IQTR271953488
09/09/2014,"Supernus Pharmaceuticals, Inc. (NasdaqGM:SUPN)",NasdaqGM:SUPN,Investor Activism,Withdrawn,-,Orchard Hill Capital Management LP,-,IQTR271962230
09/08/2014,"VeriFone Systems, Inc.",-,Investor Activism,Withdrawn,-,"Monterey Insurance Company, Asset Management Arm",-,IQTR271887552
09/08/2014,"Walgreens Boots Alliance, Inc. (NasdaqGS:WBA)",NasdaqGS:WBA,Investor Activism,Settled,-,JANA Partners LLC,-,IQTR271888039
09/05/2014,"Life Time, Inc.",-,Investor Activism,Withdrawn,-,"Marcato Capital Management, LLC",-,IQTR271777414
09/05/2014,"Blyth, Inc.",-,Investor Activism,Withdrawn,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR271781410
09/05/2014,"Targacept, Inc.",-,Investor Activism,Withdrawn,-,BVF Partners LP,-,IQTR271891095
09/03/2014,Noble Corporation plc (NYSE:NE),NYSE:NE,Investor Activism,Withdrawn,-,Fir Tree Partners,-,IQTR271553106
08/25/2014,Layne Christensen Company,-,Investor Activism,Withdrawn,-,"Van Den Berg Management I, Inc.",-,IQTR270879236
08/25/2014,ANN INC.,-,Investor Activism,Withdrawn,-,"Engine Capital Management, LLC",-,IQTR270888132
08/25/2014,"USA Truck, Inc. (NasdaqGS:USAK)",NasdaqGS:USAK,Investor Activism,Successful,-,ADW Capital Management LLC,-,IQTR293149634
08/22/2014,"Prudential Bancorp, Inc. (NasdaqGM:PBIP)",NasdaqGM:PBIP,Investor Activism,Settled,-,-,-,IQTR271417162
08/21/2014,"Investors Bancorp, Inc. (NasdaqGS:ISBC)",NasdaqGS:ISBC,Investor Activism,Settled,-,"Blue Harbour Group, L.P.",-,IQTR270881087
08/21/2014,Rosetta Stone Inc. (NYSE:RST),NYSE:RST,Investor Activism,Settled,-,"Osmium Partners, LLC",-,IQTR278172641
08/20/2014,"Hertz Global Holdings, Inc. (NYSE:HTZ)",NYSE:HTZ,Investor Activism,Settled,-,Icahn Capital LP,-,IQTR270555391
08/20/2014,Minera Alamos Inc. (TSXV:MAI),TSXV:MAI,Investor Activism,Settled,-,-,-,IQTR270556256
08/19/2014,Bellatrix Exploration Ltd. (TSX:BXE),TSX:BXE,Investor Activism,Settled,-,"Orange Capital, LLC",-,IQTR270458296
08/18/2014,Oaktree Strategic Income Corporation (NasdaqGS:OCSI),NasdaqGS:OCSI,Investor Activism,Withdrawn,-,Investment Partners Asset Management,-,IQTR270371597
08/18/2014,"Rackspace Hosting, Inc.",-,Investor Activism,Withdrawn,-,"Blue Harbour Group, L.P.",-,IQTR270380406
08/18/2014,"Insignia Systems, Inc. (NasdaqCM:ISIG)",NasdaqCM:ISIG,Investor Activism,Settled,-,"Air T, Inc. (NasdaqCM:AIRT)",-,IQTR280187557
08/15/2014,Chiquita Brands International Inc.,-,Investor Activism,Successful,-,Chiquita Holdings Limited,-,IQTR270326065
08/15/2014,"Fuel Systems Solutions, Inc.",-,Investor Activism,Settled,-,"Northern Right Capital Management, L.P.",-,IQTR270326077
08/14/2014,IEC Electronics Corp. (AMEX:IEC),AMEX:IEC,Investor Activism,Successful,-,"Vintage Capital Management, LLC",-,IQTR270292354
08/14/2014,TEGNA Inc. (NYSE:TGNA),NYSE:TGNA,Investor Activism,Withdrawn,-,Icahn Capital LP,-,IQTR270296985
08/08/2014,Crestal Petroleum Limited,-,Investor Activism,Withdrawn,-,-,-,IQTR278543020
08/08/2014,Shenzhen Expressway Company Limited (SEHK:548),SEHK:548,Investor Activism,Announced,-,"Xin Tong Chan Development (Shenzhen) Co., Ltd.",-,IQTR612244382
08/06/2014,Med BioGene Inc. (TSXV:MBI),TSXV:MBI,Investor Activism,Successful,-,-,-,IQTR269821369
08/06/2014,Syncora Holdings Ltd. (OTCPK:SYCR.F),OTCPK:SYCR.F,Investor Activism,Successful,-,"Brigade Capital Management, LP",-,IQTR270656561
08/04/2014,"Hampden Bancorp, Inc.",-,Investor Activism,Successful,-,"Clover Partners, L.P.",-,IQTR269650290
08/04/2014,Loral Space & Communications Inc. (NasdaqGS:LORL),NasdaqGS:LORL,Investor Activism,Withdrawn,-,"Highland Capital Management, L.P.",-,IQTR269650410
08/01/2014,Kimberley Diamonds Limited,-,Investor Activism,Successful,-,"Summit Equities Ltd, Asset Management Arm",-,IQTR279431946
08/01/2014,Kimberley Diamonds Limited,-,Investor Activism,Unsuccessful,-,Pacific Road Capital Management Pty Limited,-,IQTR279432145
08/01/2014,"Armstrong World Industries, Inc. (NYSE:AWI)",NYSE:AWI,Investor Activism,Successful,-,ValueAct Capital Management L.P.,-,IQTR280132541
07/31/2014,Dataram Corporation,-,Investor Activism,Settled,-,The Isaac Organization,-,IQTR269440282
07/29/2014,"Darden Restaurants, Inc. (NYSE:DRI)",NYSE:DRI,Investor Activism,Withdrawn,-,"Barington Capital Group, L.P.",-,IQTR269714150
07/29/2014,Electra Private Equity PLC (LSE:ELTA),LSE:ELTA,Investor Activism,Unsuccessful,-,Sherborne Investors Management LP,-,IQTR270983628
07/28/2014,CRC Royalty Corporation,-,Investor Activism,Successful,-,WCSB Holdings Corp,-,IQTR270882361
07/25/2014,Wausau Paper Corp.,-,Investor Activism,Successful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR270761373
07/24/2014,Brookfield DTLA Fund Office Trust Investor Inc.,-,Investor Activism,Successful,-,"Panning Capital Management, LP",-,IQTR269073796
07/24/2014,Dex Liquidating Co.,-,Investor Activism,Successful,-,"Broadfin Capital, LLC",-,IQTR269083690
07/24/2014,"The Interpublic Group of Companies, Inc. (NYSE:IPG)",NYSE:IPG,Investor Activism,Settled,-,Elliott Management Corporation,-,IQTR269314274
07/24/2014,Process Capital Corp.,-,Investor Activism,Successful,-,EnviroMatrix Technologies Inc.,-,IQTR301052274
07/23/2014,Hearthstone Utilities Inc.,-,Investor Activism,Unsuccessful,-,Algonquin Power & Utilities Corp. (TSX:AQN),-,IQTR268984241
07/23/2014,"Jamba, Inc.",-,Investor Activism,Settled,-,"Engaged Capital, LLC",-,IQTR269117982
07/22/2014,Apache Corporation (NYSE:APA),NYSE:APA,Investor Activism,Successful,-,JANA Partners LLC,-,IQTR268939480
07/22/2014,Virtu ITG Holdings LLC,-,Investor Activism,Settled,-,"Philadelphia Financial Management of San Francisco, LLC",-,IQTR268941762
07/21/2014,Dell EMC,-,Investor Activism,Settled,-,Elliott Management Corporation,-,IQTR268874169
07/21/2014,Blackham Resources Limited (ASX:BLK),ASX:BLK,Investor Activism,Withdrawn,-,Mazil Pty Ltd,-,IQTR278685780
07/17/2014,"Perry Ellis International, Inc.",-,Investor Activism,Successful,-,"Legion Partners Asset Management, LLC",-,IQTR268441426
07/17/2014,"APP Winddown, LLC",-,Investor Activism,Successful,-,"The Bigger Capital Fund, LP",-,IQTR268443913
07/17/2014,"School Specialty, Inc. (OTCPK:SCOO)",OTCPK:SCOO,Investor Activism,Successful,-,Steel Partners LLC,-,IQTR270558830
07/16/2014,SWK Holdings Corporation (OTCPK:SWKH),OTCPK:SWKH,Investor Activism,Settled,-,"Carlson Capital, L.P.",-,IQTR268377453
07/14/2014,"Oplink Communications, Inc.",-,Investor Activism,Withdrawn,-,"Voce Capital Management, LLC; Engaged Capital, LLC",-,IQTR268237904
07/11/2014,Penford Corporation,-,Investor Activism,Settled,-,SEACOR Holdings Inc. (NYSE:CKH),-,IQTR268175119
07/10/2014,"Echo Therapeutics, Inc. (OTCPK:ECTE)",OTCPK:ECTE,Investor Activism,Settled,-,Platinum Management (NY) LLC,-,IQTR268111653
07/09/2014,"Ashford Hospitality Trust, Inc. (NYSE:AHT)",NYSE:AHT,Investor Activism,Announced,-,"Unite Here, Endowment Arm",-,IQTR267992753
07/09/2014,"BIOLASE, Inc. (NasdaqCM:BIOL)",NasdaqCM:BIOL,Investor Activism,Successful,-,-,-,IQTR267998380
07/03/2014,"PetSmart, Inc.",-,Investor Activism,Successful,-,JANA Partners LLC,-,IQTR267401870
07/01/2014,"Rand Logistics, Inc.",-,Investor Activism,Settled,-,"Jwest, LLC",-,IQTR267162981
07/01/2014,The Bank of New York Mellon Corporation (NYSE:BK),NYSE:BK,Investor Activism,Successful,-,"Trian Fund Management, L.P.",-,IQTR310708859
06/30/2014,Anworth Mortgage Asset Corporation (NYSE:ANH),NYSE:ANH,Investor Activism,Withdrawn,-,"Western Investment, LLC",-,IQTR267058483
06/30/2014,"U.S. Auto Parts Network, Inc. (NasdaqGS:PRTS)",NasdaqGS:PRTS,Investor Activism,Withdrawn,-,Maguire Asset Management LLC,-,IQTR267063986
06/30/2014,American CuMo Mining Corporation (TSXV:MLY),TSXV:MLY,Investor Activism,Unsuccessful,-,"Feehan Partners, LP",-,IQTR267078153
06/30/2014,Firstgroup plc (LSE:FGP),LSE:FGP,Investor Activism,Unsuccessful,-,Sandell Asset Management Corp.,-,IQTR267401563
06/27/2014,Swift Media Limited (ASX:SW1),ASX:SW1,Investor Activism,Withdrawn,-,Nottingham Funds Management Pty Ltd,-,IQTR278921214
06/27/2014,"ServiceSource International, Inc. (NasdaqGS:SREV)",NasdaqGS:SREV,Investor Activism,Settled,-,"Altai Capital Management, L.P.",-,IQTR280480480
06/26/2014,"Synacor, Inc. (NasdaqGM:SYNC)",NasdaqGM:SYNC,Investor Activism,Unsuccessful,-,"JEC II Associates, LLC; Ratio Capital Management B.V.",-,IQTR266893438
06/26/2014,"The Manitowoc Company, Inc. (NYSE:MTW)",NYSE:MTW,Investor Activism,Successful,-,Relational Investors LLC,-,IQTR266973699
06/26/2014,"Rentech, Inc.",-,Investor Activism,Withdrawn,-,"Dolphin Associates, LLC",-,IQTR275207021
06/24/2014,ClearStream Energy Services Inc. (TSX:CSM),TSX:CSM,Investor Activism,Successful,-,Access Holdings Management Company LLC,-,IQTR266737708
06/23/2014,"APP Winddown, LLC",-,Investor Activism,Settled,-,Standard General L.P.,-,IQTR266628041
06/23/2014,"GEE Group, Inc. (AMEX:JOB)",AMEX:JOB,Investor Activism,Withdrawn,-,"LEED HR, LLC",-,IQTR282553607
06/20/2014,"Metro Bancorp, Inc.",-,Investor Activism,Settled,-,"PL Capital Advisors, LLC",-,IQTR266524131
06/20/2014,"1347 Property Insurance Holdings, Inc. (NasdaqGM:PIH)",NasdaqGM:PIH,Investor Activism,Withdrawn,-,"Legion Partners Asset Management, LLC",-,IQTR266524315
06/20/2014,PIMCO Income Strategy Fund (NYSE:PFL),NYSE:PFL,Investor Activism,Settled,-,"Brigade Capital Management, LP",-,IQTR268293145
06/20/2014,PIMCO Income Strategy Fund II (NYSE:PFN),NYSE:PFN,Investor Activism,Settled,-,"Brigade Capital Management, LP",-,IQTR269035594
06/19/2014,Alere Inc.,-,Investor Activism,Withdrawn,-,"Coppersmith Capital Management, Llc",-,IQTR266683716
06/17/2014,The Coca-Cola Company (NYSE:KO),NYSE:KO,Investor Activism,Announced,-,"Wintergreen Advisers, LLC",-,IQTR266816604
06/17/2014,"Dakota Plains Holdings, Inc.",-,Investor Activism,Successful,-,Lone Star Value Management LLC,-,IQTR270463643
06/16/2014,Rosetta Stone Inc. (NYSE:RST),NYSE:RST,Investor Activism,Successful,-,"Nierenberg Investment Management Company, Inc.",-,IQTR266192193
06/11/2014,Select Income REIT,-,Investor Activism,Withdrawn,-,"Lakewood Capital Management, LP",-,IQTR265968168
06/10/2014,"Regional Health Properties, Inc. (AMEX:RHE)",AMEX:RHE,Investor Activism,Successful,-,"Doucet Asset Management, LLC",-,IQTR265856002
06/10/2014,"Precision Optics Corporation, Inc. (OTCPK:PEYE)",OTCPK:PEYE,Investor Activism,Withdrawn,-,AWM Investment Company Inc.,-,IQTR267433089
06/10/2014,Sherwin Iron Limited,-,Investor Activism,Withdrawn,-,-,-,IQTR278960179
06/09/2014,"Meritor, Inc. (NYSE:MTOR)",NYSE:MTOR,Investor Activism,Withdrawn,-,Sandell Asset Management Corp.,-,IQTR265761290
06/09/2014,"Banc of California, Inc. (NYSE:BANC)",NYSE:BANC,Investor Activism,Successful,-,"PL Capital Advisors, LLC",-,IQTR265780817
06/09/2014,Suroco Energy Inc.,-,Investor Activism,Unsuccessful,-,VETRA Holding S.a.r.l.,-,IQTR266742832
06/09/2014,Civeo Corporation (NYSE:CVEO),NYSE:CVEO,Investor Activism,Settled,-,JANA Partners LLC,-,IQTR267401408
06/09/2014,Nuveen Diversified Currency Opportunities Fund,-,Investor Activism,Settled,-,"Bulldog Investors, LLC",-,IQTR271879910
06/06/2014,"Forward Industries, Inc. (NasdaqCM:FORD)",NasdaqCM:FORD,Investor Activism,Successful,-,-,-,IQTR265620316
06/06/2014,Family Dollar Stores Inc.,-,Investor Activism,Withdrawn,-,Icahn Capital LP,-,IQTR265627380
06/06/2014,Banro Corporation,-,Investor Activism,Withdrawn,-,"Liberty Street Capital Corp, Asset Management Arm",-,IQTR266278006
06/06/2014,"Speed Commerce, Inc. (OTCPK:SPDC)",OTCPK:SPDC,Investor Activism,Settled,-,Lucus Advisors LLC,-,IQTR268384138
06/04/2014,"Metro Bancorp, Inc.",-,Investor Activism,Successful,-,"Basswood Capital Management, L.L.C.",-,IQTR265415982
06/04/2014,"Midas Medici Group Holdings, Inc.",-,Investor Activism,Settled,-,"Nile Capital Management, LLC",-,IQTR265422082
06/04/2014,"PMFG, Inc.",-,Investor Activism,Settled,-,Cannell Capital LLC,-,IQTR265424991
06/03/2014,First Trust Dividend and Income Fund,-,Investor Activism,Withdrawn,-,"Sims Capital Management, L.L.C.",-,IQTR265967012
06/02/2014,"WestRock MWV, LLC",-,Investor Activism,Withdrawn,-,Starboard Value LP,-,IQTR265008012
06/02/2014,Inseego Corp. (NasdaqGS:INSG),NasdaqGS:INSG,Investor Activism,Successful,-,-,-,IQTR265025722
06/02/2014,Alio Gold Inc. (TSX:ALO),TSX:ALO,Investor Activism,Settled,-,Sentry Investments Corp.,-,IQTR265777058
06/02/2014,Aspen Insurance Holdings Limited,-,Investor Activism,Unsuccessful,-,Sompo International Holdings Ltd.,-,IQTR266257505
05/30/2014,Doral Financial Corporation,-,Investor Activism,Withdrawn,-,Attiva Capital Partners Ltd.; Bluestone Financial Ltd,-,IQTR264913233
05/29/2014,InterContinental Hotels Group PLC (LSE:IHG),LSE:IHG,Investor Activism,Successful,-,"Marcato Capital Management, LLC",-,IQTR269814360
05/28/2014,Partners Real Estate Investment Trust (TSX:PAR.UN),TSX:PAR.UN,Investor Activism,Withdrawn,-,"Orange Capital, LLC",-,IQTR266989229
05/27/2014,"Alteva, Inc.",-,Investor Activism,Successful,-,"Juniper Investment Company, LLC",-,IQTR264583052
05/26/2014,Diversified Royalty Corp. (TSX:DIV),TSX:DIV,Investor Activism,Settled,-,Difference Capital Financial Inc. (TSX:DCF),-,IQTR266845470
05/23/2014,"Digital Ally, Inc. (NasdaqCM:DGLY)",NasdaqCM:DGLY,Investor Activism,Withdrawn,-,-,-,IQTR264658638
05/23/2014,Americas Silver Corporation (TSX:USA),TSX:USA,Investor Activism,Successful,-,Tocqueville Asset Management LP,-,IQTR267344273
05/22/2014,Big Star Energy Limited (OTCPK:AZZE.F),OTCPK:AZZE.F,Investor Activism,Unsuccessful,-,Lone Star Value Management LLC,-,IQTR264371029
05/15/2014,Zale Corporation,-,Investor Activism,Unsuccessful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR263913306
05/15/2014,Roc Oil Company Limited,-,Investor Activism,Unsuccessful,-,Allan Gray Australia Pty Ltd,-,IQTR279566886
05/14/2014,"Medifast, Inc. (NYSE:MED)",NYSE:MED,Investor Activism,Settled,-,"Engaged Capital, LLC",-,IQTR263835826
05/14/2014,Nordion Inc.,-,Investor Activism,Unsuccessful,-,Tappan Street Partners,-,IQTR263836299
05/13/2014,Quantum Corporation (OTCPK:QMCO),OTCPK:QMCO,Investor Activism,Settled,-,Starboard Value LP,-,IQTR266639733
05/12/2014,The Wendy's Company (NasdaqGS:WEN),NasdaqGS:WEN,Investor Activism,Unsuccessful,-,CtW Investment Group,-,IQTR263718405
05/12/2014,XO Group Inc.,-,Investor Activism,Withdrawn,-,"Northern Right Capital Management, L.P.",-,IQTR263718684
05/09/2014,National Fuel Gas Company (NYSE:NFG),NYSE:NFG,Investor Activism,Unsuccessful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR262434444
05/09/2014,Zale Corporation,-,Investor Activism,Unsuccessful,-,"TIG Advisors, LLC",-,IQTR263586340
05/08/2014,Capstone Therapeutics Corp. (OTCPK:CAPS),OTCPK:CAPS,Investor Activism,Successful,-,-,-,IQTR263524976
05/07/2014,"Meru Networks, Inc.",-,Investor Activism,Unsuccessful,-,Castle Union LLC,-,IQTR263449713
05/06/2014,"USA Truck, Inc. (NasdaqGS:USAK)",NasdaqGS:USAK,Investor Activism,Settled,-,"Baker Street Capital Management LLC; Stone House Capital Management, LLC",-,IQTR265951669
05/05/2014,"Allergan, Inc.",-,Investor Activism,Withdrawn,-,"Pershing Square Capital Management, L.P.",-,IQTR263322925
05/01/2014,Cheviot Financial Corp.,-,Investor Activism,Settled,-,-,-,IQTR262984502
04/30/2014,Nabors Industries Ltd. (NYSE:NBR),NYSE:NBR,Investor Activism,Unsuccessful,-,New York City Police Pension Fund,-,IQTR264733146
04/29/2014,"P&F Industries, Inc. (NasdaqGM:PFIN)",NasdaqGM:PFIN,Investor Activism,Withdrawn,-,-,-,IQTR262798628
04/24/2014,PIMCO Income Strategy Fund (NYSE:PFL),NYSE:PFL,Investor Activism,Settled,-,"Brigade Capital Management, LP",-,IQTR262562259
04/24/2014,"Clean Harbors, Inc. (NYSE:CLH)",NYSE:CLH,Investor Activism,Withdrawn,-,Relational Investors LLC,-,IQTR262660414
04/23/2014,DFC Global Corp.,-,Investor Activism,Unsuccessful,-,"Royal Capital Management, LLC",-,IQTR262501656
04/23/2014,Walmart Inc. (NYSE:WMT),NYSE:WMT,Investor Activism,Unsuccessful,-,UAW Retiree Medical Benefits Trust,-,IQTR263519802
04/23/2014,bwin.party digital entertainment Limited,-,Investor Activism,Settled,-,SpringOwl Gibraltar Partners B Limited,-,IQTR267663556
04/23/2014,Quickflix Limited,-,Investor Activism,Withdrawn,-,"Guaranty Finance Investors, LLC",-,IQTR278693199
04/22/2014,"Insperity, Inc. (NYSE:NSP)",NYSE:NSP,Investor Activism,Unsuccessful,-,"Stadium Capital Management, LLC",-,IQTR262437825
04/22/2014,"Kulicke and Soffa Industries, Inc. (NasdaqGS:KLIC)",NasdaqGS:KLIC,Investor Activism,Successful,-,"Lemelson Capital Management, LLC",-,IQTR262448997
04/22/2014,"Chipotle Mexican Grill, Inc. (NYSE:CMG)",NYSE:CMG,Investor Activism,Successful,-,CtW Investment Group,-,IQTR262988559
04/21/2014,"Pinnacle Entertainment, Inc.",-,Investor Activism,Successful,-,"Orange Capital, LLC",-,IQTR262387244
04/21/2014,Sugar Creek Financial Corp. (OTCBB:SUGR),OTCBB:SUGR,Investor Activism,Withdrawn,-,Stilwell Value LLC,-,IQTR262392149
04/21/2014,Dendreon Corp.,-,Investor Activism,Successful,-,UAW Retiree Medical Benefits Trust,-,IQTR265508583
04/21/2014,Allergan plc (NYSE:AGN),NYSE:AGN,Investor Activism,Announced,-,"Pershing Square Capital Management, L.P.",-,IQTR597013265
04/16/2014,Osisko Mining Corporation,-,Investor Activism,Withdrawn,-,Goldcorp Inc. (TSX:G),-,IQTR262167593
04/15/2014,Nexans S.A. (ENXTPA:NEX),ENXTPA:NEX,Investor Activism,Announced,-,Amber Capital LP,-,IQTR605658483
04/14/2014,"KiOR, Inc.",-,Investor Activism,Withdrawn,-,"Gates Ventures, LLC",-,IQTR262003323
04/14/2014,Scio Diamond Technology Corporation (OTCPK:SCIO),OTCPK:SCIO,Investor Activism,Settled,-,-,-,IQTR262003634
04/11/2014,Churchill Downs Incorporated (NasdaqGS:CHDN),NasdaqGS:CHDN,Investor Activism,Unsuccessful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR261848393
04/10/2014,Neptune Wellness Solutions Inc. (TSX:NEPT),TSX:NEPT,Investor Activism,Settled,-,-,-,IQTR264370506
04/09/2014,Gold Mountain Limited (ASX:GMN),ASX:GMN,Investor Activism,Successful,-,-,-,IQTR280781875
04/08/2014,"Echo Therapeutics, Inc. (OTCPK:ECTE)",OTCPK:ECTE,Investor Activism,Successful,-,Platinum Management (NY) LLC,-,IQTR261669852
04/08/2014,"Starwood Property Trust, Inc. (NYSE:STWD)",NYSE:STWD,Investor Activism,Unsuccessful,-,CtW Investment Group,-,IQTR261670303
04/08/2014,GASFRAC Energy Services Inc. (OTCPK:GSFV.F),OTCPK:GSFV.F,Investor Activism,Settled,-,Nanes Balkany Partners LLC,-,IQTR267665032
04/07/2014,"I.D. Systems, Inc. (NasdaqGM:IDSY)",NasdaqGM:IDSY,Investor Activism,Successful,-,-,-,IQTR261615444
04/07/2014,"SWS Group, Inc.",-,Investor Activism,Withdrawn,-,Lone Star Value Management LLC,-,IQTR263784514
04/07/2014,INES Corporation (TSE:9742),TSE:9742,Investor Activism,Announced,-,"Strategic Capital, Inc.",-,IQTR574739194
04/04/2014,Swift Transportation Company,-,Investor Activism,Unsuccessful,-,The Teamsters General Fund,-,IQTR267806248
04/03/2014,Martinrea International Inc. (TSX:MRE),TSX:MRE,Investor Activism,Unsuccessful,-,Rea Holdings Incorporation,-,IQTR266796897
04/02/2014,Orbotech Ltd.,-,Investor Activism,Settled,-,Ion Asset Management,-,IQTR261375245
04/02/2014,"Domino's Pizza, Inc. (NYSE:DPZ)",NYSE:DPZ,Investor Activism,Unsuccessful,-,CtW Investment Group,-,IQTR262156528
