Artist Alpha Sort,Artist Begin Date,Artist Display Bio,Artist Display Name,Artist End Date,Artist Nationality,Artist Prefix,Artist Role,Symbolic Value KPI,Legality KPI ,Preservation KPI Materials,totalKPIs,Materials Classifying - Preservation KPI,If Null,CaseTotalKPI,Risk Assessment - Preservation KPI,City,Classification,Country,County,Credit Line,Culture,Department,Dimensions,Dynasty,Excavation,F45,F46,F47,F48,F49,Geography Type,Is Highlight,Is Public Domain,Link Resource,Locale,Locus,Medium,Metadata Date,Number of Records,Object Begin Date,Object Date,Object End Date,Object ID,ObjectName,ObjectNumber,Period,Portfolio,Region,Reign,Repository,Rights and Reproduction,Risk Assessment - Preservation KPI Part 2,River,State,Subregion,Tags,Title
"Thomson, John",1837,"British, Edinburgh, Scotland 1837–1921 London",John Thomson,1921,,Attributed to,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gilman Collection, Purchase, Cynthia Hazen Polsky Gift, 2005",,Photographs,18.7 _ 30 cm (7 3/8 _ 11 13/16 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/728196,,,Albumen silver print from glass negative,4/1/2019 8:00:02 AM,1,1865,1865,1865,728196,Photograph,2005.100.583 (85b),,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,T. H. & Co.
"Thomson, John",1837,"British, Edinburgh, Scotland 1837–1921 London",John Thomson,1921,,Attributed to,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gilman Collection, Purchase, Cynthia Hazen Polsky Gift, 2005",,Photographs,Approx. 9 _ 6 cm (3 9/16 _ 2 3/8 in.); each,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/728383,,,Albumen silver print from glass negative,4/1/2019 8:00:02 AM,1,1865,1865,1865,728383,Photograph,2005.100.583 (133a–f),,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,"Chinese Costumes; Pagoda; Land Travelling in China; The Little Orphan"" on the Yangtsze"""
"Clifford, Charles",1819,"Welsh, 1819–1863",Charles Clifford,1863,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gilman Collection, Purchase, Mr. and Mrs. Henry R. Kravis Gift, 2005",,Photographs,"Image: 22.6 _ 42.4 cm (8 7/8 _ 16 11/16 in.)
Mount: 42.3 _ 58.1 cm (16 5/8 _ 22 7/8 in.)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/732173,,,Albumen silver print from glass negative,4/1/2019 8:00:02 AM,1,1860,1860,1860,732173,Photograph,2005.100.504.40,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Lerida. Puente tubular en el ferro-carril inaugurado por S.S.M.M.
Unknown,,,Unknown,,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Ephemera,,,"Walker Evans Archive, 1994",,Photographs,6 7/8 _ 11 in. (17.5 _ 27.9 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/732414,,,Tempera on cardboard,4/1/2019 8:00:02 AM,1,1960,collected 1960s–70s,1975,732414,Ephemera,1994.264.110.77,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,"[Hand-painted Sign: Notice: Please Don't Sit Around The House or Dining Room In Your Bathing Suit""]"""
"Bellocq, E. J.",1873,"American, 1873–1949",E. J. Bellocq,1949,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Negatives,,,"Gift of Maria and Lee Friedlander, 2013",,Photographs,8 _ 10 in. (20.3 _ 25.4 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/740569,,,Gelatin silver glass negative,4/1/2019 8:00:02 AM,1,1908,ca. 1913,1918,740569,Glass plate negative,2013.1145.43,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,[Storyville Portrait]
"Richebourg, Pierre-Ambrose",1810,"French, 1810–1893",Pierre-Ambrose Richebourg,1893,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,Collection W. Bruce & Delaney H. Lundberg,,Photographs,8 7/8 _ 11 in. (22.5 _ 27.9 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/742796,,,Daguerreotype,4/1/2019 8:00:02 AM,1,1844,ca. 1844,1844,742796,Photograph,SL.26.2017.1.1,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,The Arch of Janus
"Piot, Euge_ne",1812,,Euge_ne Piot,1890,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,W. Bruce & Delaney H. Lundberg Collection,,Photographs,"Mount: 20 1/8 in. _ 14 5/8 in. (51.1 _ 37.1 cm)
Image: 12 7/8 _ 8 7/8 in. (32.7 _ 22.5 cm)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/742799,,,Salted paper print from paper negative,4/1/2019 8:00:02 AM,1,1852,1852,1852,742799,Photograph,SL.26.2017.1.4,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,"Pisa Cathedral, Main Portal"
Mayall,,,Mayall,,,Possibly by,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gilman Collection, Museum Purchase, 2005",,Photographs,Print sizes vary: approx. 7 x 8 1/2,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/742871,,,Albumen silver prints from glass negatives,4/1/2019 8:00:02 AM,1,1868,ca. 1870,1872,742871,,"2005.100.1351.1, .2",,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,"Horses, War Department"
"Penn, Irving",1917,"American, Plainfield, New Jersey 1917–2009 New York",Irving Penn,2009,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Periodicals,,,Joyce F. Menschel Photography Library,,Photographs,12 3/4 _ 9 3/4 _ 3/16 in. (32.4 _ 24.8 _ 0.5 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/745503,,,Offset lithography,4/1/2019 8:00:02 AM,1,1952,15-May-52,1952,745503,Periodicals,IP.230.JFMPL,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Vogue
Unknown,,American,Unknown,,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Twentieth-Century Photography Fund, 2015",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/747400,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1940,1940s–50s,1959,747400,Photograph,2015.343,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Men|Portraits|Women,[Studio Portrait]
"Chabalgoity, Juan Pedro",1848,"Uruguayan, 1848–1909",Juan Pedro Chabalgoity,1909,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Drew Knowlton and William L. Schaeffer, 2017",,Photographs,Mount: 10.5 x 6.3 cm,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/764774,,,"Albumen silver print, lithograph",4/1/2019 8:00:02 AM,1,1870,ca. 1875,1880,764774,Carte-de-visite; Photocollage; Collage,2017.68.25,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,[Photo Collage: Woman Holding Bird]
"Chabalgoity, Juan Pedro",1848,"Uruguayan, 1848–1909",Juan Pedro Chabalgoity,1909,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Drew Knowlton and William L. Schaeffer, 2017",,Photographs,Mount: 10.5 x 6.3 cm,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/764781,,,"Albumen silver print, lithograph",4/1/2019 8:00:02 AM,1,1870,ca. 1875,1880,764781,Carte-de-visite; Photocollage; Collage,2017.68.32,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,[Photo Collage: Man with Broom and Dustpan]
"Bullard, D.",,,D. Bullard,,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Mrs. J. D. Morgan, 1962",,Photographs,Mount: 4 in. _ 2 7/16 in. (10.2 _ 6.2 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/765690,,,Albumen silver print,4/1/2019 8:00:02 AM,1,0,,0,765690,Carte-de-visite,62.584,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Otis Bull
"Ronkholz, Tata",1940,"German, Krefeld 1940–1997 Cologne",Tata Ronkholz,1997,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, The Tianaderrah Foundation Gift, 2018",,Photographs,ca. 12 1/16 _ 9 5/16 in. (30.6 _ 23.6 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/771462,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1978,1978–80,1980,771462,Photograph,2018.248,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,"Untitled (Rhine PortPort, Rhenus Grain Elevator)"
Daisy Studio,,"American, active Memphis, Tennessee, 1940s",Daisy Studio,,,,Photography Studio,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Twentieth-Century Photography Fund, 2017",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/773436,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1940,1940s–50s,1959,773436,Photograph,2017.59,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Men|Portraits|Women,[Studio Portrait]
Unknown,,American,Unknown,,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Twentieth-Century Photography Fund, 2017",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/773456,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1940,1940s–50s,1959,773456,Photograph,2017.61,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Portraits|Women,[Studio Portrait]
"American Tobacco Company|Campbell, Alfred S.",,American,American Tobacco Company|Alfred S. Campbell,,,,Publisher|Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,Photographs,Approx. 3 1/2 _ 7 in. (8.9 _ 17.8 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/780687,,,Albumen silver print,4/1/2019 8:00:02 AM,1,1860,1860s–80s,1889,780687,Stereograph,63.350.651.155,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,611 The Morning's Catch
Kilburn Brothers|Kilburn Brothers,1863      |1863,"American, active ca. 1865–1890|American, active ca. 1865–1890",Kilburn Brothers|Kilburn Brothers,1892      |1892,,,Photography Studio|Publisher,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,Photographs,Approx. 3 1/2 _ 7 in. (8.9 _ 17.8 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/780779,,,Albumen silver print,4/1/2019 8:00:02 AM,1,1860,1860s–80s,1889,780779,Stereograph,63.350.651.247,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,128
H. C. White Company|H. C. White Company,,American|American,H. C. White Company|H. C. White Company,,,,Publisher|Publisher,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,Photographs,Approx. 3 1/2 _ 7 in. (8.9 _ 17.8 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/781272,,,Photomechanical print,4/1/2019 8:00:02 AM,1,1905,1905,1905,781272,Stereograph,63.350.651.738,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,"33. St. Michael Palace, St. Petersburg, Russia"
"Keystone View Company|Singley, Benneville Lloyd",1864,"American, Union Township, Pennsylvania 1864–1938 Meadville, Pennsylvania",Keystone View Company|Benneville Lloyd Singley,1938,,,Publisher|Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,Photographs,Approx. 3 1/2 _ 7 in. (8.9 _ 17.8 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/781365,,,Albumen silver print,4/1/2019 8:00:02 AM,1,1900,1900,1900,781365,Stereograph,63.350.651.831,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,"10896 - Art Creation by the Master Hand, Acambaro, Mexico"
Unknown,,American,Unknown,,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Eva Kasiska, 1947",,Photographs,6.2 x 10 cm (overall),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/786418,,,Albumen silver print,4/1/2019 8:00:02 AM,1,1860,1860s–70s,1879,786418,Photograph; Carte-de-Visite,47.46.117,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,[Young Man]
Unknown,,French,Unknown,,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Books,,,"Horace W. Goldsmith Foundation, 1987",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/814784,,,,4/1/2019 8:00:02 AM,1,1969,1969,1969,814784,Book,1987.1095,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,"Camera Work, A Photographic Quarterly [Reprint]"
Unknown,,,Unknown,,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs|Postcards,,,"Gift of Peter J. Cohen, 2018",,Photographs,ca. 5 1/2 _ 3 1/2 in. (14 _ 8.9 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/774946,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1900,1900s–1930s,1939,774946,,2018.369.58,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,[Paper Moon Studio Portrait]
Unknown,,,Unknown,,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs|Postcards,,,"Gift of Peter J. Cohen, 2018",,Photographs,ca. 5 1/2 _ 3 1/2 in. (14 _ 8.9 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/774960,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1900,1900s–1930s,1939,774960,,2018.369.72,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,[Paper Moon Studio Portrait]
Unknown,,,Unknown,,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs|Postcards,,,"Gift of Peter J. Cohen, 2018",,Photographs,ca. 5 1/2 _ 3 1/2 in. (14 _ 8.9 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/775121,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1900,1900s–1930s,1939,775121,,2018.369.233,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,[Paper Moon Studio Portrait]
Unknown,,,Unknown,,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs|Postcards,,,"Gift of Peter J. Cohen, 2018",,Photographs,ca. 5 1/2 _ 3 1/2 in. (14 _ 8.9 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/775204,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1900,1900s–1930s,1939,775204,,2018.369.316,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,[Paper Moon Studio Portrait]
"Singh, Raghubir",1942,"Indian, 1942–1999",Raghubir Singh,1999,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Succession Raghubir Singh, Paris",,Photographs,"Image: 9 7/16 _ 14 3/16 in. (24 _ 36 cm)
Sheet: 15 3/4 _ 19 11/16 in. (40 _ 50 cm)
Frame: 18 1/2 x 22 1/2 in.",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/717046,,,Chromogenic print,4/1/2019 8:00:02 AM,1,1987,1987,1987,717046,Photograph,Singh.039,,,,,"Metropolitan Museum of Art, New York, NY",Photograph copyright © Succession Raghubir Singh,0,,,,,"Balloon Sellers and Durga Images Being Unloaded for Immersion in the Ganges, Calcutta, West Bengal"
"Polidori, Robert",1951,"French and Canadian, born 1951",Robert Polidori,,French and Canadian,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of the artist, 2006",,Photographs,"Image: 86.4 x 121.9 cm (34 x 48 in.)
Mount: 101.6 x 137.2 cm (40 x 54 in.)
Frame: 104.1 x 139.7 x 5.7 cm (41 x 55 x 2 1/4 in.)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/287977,,,Chromogenic print,4/1/2019 8:00:02 AM,1,2006,06-Mar,2006,287977,Photograph,2006.526.1,,,,,"Metropolitan Museum of Art, New York, NY",Robert Polidori,0,,,,Seating Furniture|Tables|Lighting,"5417 Marigny Street, New Orleans, Louisiana"
"Penn, Irving",1917,"American, Plainfield, New Jersey 1917–2009 New York",Irving Penn,2009,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of the artist, 2002",,Photographs,Image: 38.4 x 37.1 cm (15 1/8 x 14 5/8 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/285067,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1949,1949–50,1950,285067,Photograph,2002.455.35,,,,,"Metropolitan Museum of Art, New York, NY",© 1950-2002 Irving Penn,0,,,,Female Nudes,Nude No. 91
"Porter, Eliot",1901,"American, 1901–1990",Eliot Porter,1990,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of the artist, in honor of David Hunter McAlpin, 1979",,Photographs,26.2 x 20.4 cm. (10  5/16  x 8  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/262626,,,Dye transfer print,4/1/2019 8:00:02 AM,1,1964,1964,1964,262626,Photograph,1979.625.21,,,,,"Metropolitan Museum of Art, New York, NY","© 1990 Amon Carter Museum, Fort Worth, Texas",0,,,,,"Tree and Alcove, Davis Gulch, Escalante River, Utah"
"Porter, Eliot",1901,"American, 1901–1990",Eliot Porter,1990,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of the artist, in honor of David Hunter McAlpin, 1979",,Photographs,26.5 x 20.5 cm. (10  7/16  x 8  1/16  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/262641,,,Dye transfer print,4/1/2019 8:00:02 AM,1,1973,1973,1973,262641,Photograph,1979.625.35,,,,,"Metropolitan Museum of Art, New York, NY","© 1990 Amon Carter Museum, Fort Worth, Texas",0,,,,,"Upheaval Dome, Canyonlands National Park, Utah"
"Porter, Eliot",1901,"American, 1901–1990",Eliot Porter,1990,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of the artist, in honor of David Hunter McAlpin, 1979",,Photographs,26.3 x 20.4 cm. (10  3/6  x 8  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/262656,,,Dye transfer print,4/1/2019 8:00:02 AM,1,1968,1968,1968,262656,Photograph,1979.625.49,,,,,"Metropolitan Museum of Art, New York, NY","© 1990 Amon Carter Museum, Fort Worth, Texas",0,,,,Rivers,"Boulders in Upper Gorge, Red River Gorge, Kentucky"
"Hagemeyer, Johan",1884,"American, born The Netherlands, 1884–1962",Johan Hagemeyer,1962,"American, born The Netherlands",,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Estate of Johan Hagemeyer, 1962",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/270747,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1944,1944,1944,270747,Photograph,62.684.56,,,,,"Metropolitan Museum of Art, New York, NY",© 2013 Jeanne Hagemeyer – All Rights Reserved,0,,,,Boys,"A Boy, Carmel"
"Hagemeyer, Johan",1884,"American, born The Netherlands, 1884–1962",Johan Hagemeyer,1962,"American, born The Netherlands",,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gift of Estate of Johan Hagemeyer, 1962",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/270760,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1928,1928,1928,270760,Photograph,62.684.68,,,,,"Metropolitan Museum of Art, New York, NY",© 2013 Jeanne Hagemeyer – All Rights Reserved,0,,,,Contemplation|Men|Portraits,"Nicolai Orloff, Pianist"
"Steichen, Edward J.",1879,"American (born Luxembourg), Bivange 1879–1973 West Redding, Connecticut",Edward J. Steichen,1973,"American, born Luxembourg",,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Transparencies,,,"Gift of Starr O. Lawrence and Prudence O. Harper, 1982",,Photographs,18 x 13 cm (7.08 x 5.11 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/263488,,,Autochrome,4/1/2019 8:00:02 AM,1,1907,1907,1907,263488,Autochrome,1982.1183.6,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,Children|Portraits,Allen Starr
"Steichen, Edward J.",1879,"American (born Luxembourg), Bivange 1879–1973 West Redding, Connecticut",Edward J. Steichen,1973,"American, born Luxembourg",,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Bequest of Edward Steichen by direction of Joanna T. Steichen and the International Museum of Photography at George Eastman House, 1983",,Photographs,34.5 x 27.1 cm. (13  9/16  x 10  11/16  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/263695,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1920,1920s–30s,1939,263695,Photograph,1983.1158.4,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,,Walter P. Chrysler
"Mantz, Werner",1901,"German, Cologne 1901–1983 Eijsden",Werner Mantz,1983,German,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Ford Motor Company Collection, Gift of Ford Motor Company and John C. Waddell, 1987",,Photographs,22.8 x 17.6 cm (9 x 6 15/16 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/265420,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1926,1926,1926,265420,Photograph,1987.1100.36,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,Interiors|Medical Equipment,Behandlungsraum Lindenburg
"Man Ray|Ernst, Max|Crevel, René",1890      |1891      |1900,"American, Philadelphia, Pennsylvania 1890–1976 Paris|French (born Germany), Brühl 1891–1976 Paris|French, Paris 1900–1935 Paris",Man Ray|Max Ernst|René Crevel,1976      |1976      |1935,"American|French, born Germany|French",,Artist|Artist|Author,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Books,,,"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1992",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/266704,,,Gelatin silver prints,4/1/2019 8:00:02 AM,1,1931,1931,1931,266704,Photographically illustrated book,1992.5062,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,,"Mr. Knife, Miss Fork"
"Steichen, Edward J.",1879,"American (born Luxembourg), Bivange 1879–1973 West Redding, Connecticut",Edward J. Steichen,1973,"American, born Luxembourg",,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Alfred Stieglitz Collection, 1933",,Photographs,34.0 x 18.8 cm. (13  3/8  x 7  3/8  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/267571,,,Direct carbon print,4/1/2019 8:00:02 AM,1,1902,1902,1902,267571,Photograph,33.43.17,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,Female Nudes,Figure with Iris
"Steichen, Edward J.",1879,"American (born Luxembourg), Bivange 1879–1973 West Redding, Connecticut",Edward J. Steichen,1973,"American, born Luxembourg",,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Alfred Stieglitz Collection, 1949",,Photographs,28.9 x 23.7 cm. (11  3/8  x 9  5/16  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/269356,,,Platinum or gelatin silver print,4/1/2019 8:00:02 AM,1,1904,"1904, printed 1905",1904,269356,Photograph,49.55.230,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,,Alfred Stieglitz and His Daughter Katherine
"Fink, Peter",1907,"American, 1907–1984",Peter Fink,1984,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, Cournand Foundation Inc. Gift, 1965",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/271039,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1960,1960s,1969,271039,Photograph,65.681.16,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,,Triborough Bridge at Night
"Fink, Peter",1907,"American, 1907–1984",Peter Fink,1984,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Purchase, Dorothy Levitt Beskind Gift, 1967",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/271161,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1960,1960s,1969,271161,Photograph,67.504.31,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,,Paris
"Fink, Peter",1907,"American, 1907–1984",Peter Fink,1984,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,Museum Accession,,Photographs,14.3 x 24.0 cm. (5  5/8  x 9  7/16  in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/271696,,,Gelatin silver print,4/1/2019 8:00:02 AM,1,1965,1965,1965,271696,Photograph,X.695.1,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,,Egypt - High Nile
"Steichen, Edward J.",1879,"American (born Luxembourg), Bivange 1879–1973 West Redding, Connecticut",Edward J. Steichen,1973,"American, born Luxembourg",,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Photographs,,,"Gilman Collection, Purchase, Harriette and Noel Levine Gift, 2005",,Photographs,Image: 24.5 x 19.8 cm (9 5/8 x 7 13/16 in.),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/283298,,,Platinum print,4/1/2019 8:00:02 AM,1,1917,1917,1917,283298,Photograph,2005.100.156,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,Men|Self-portraits,[Self-Portrait]
"Stieglitz, Alfred",1864,"American, Hoboken, New Jersey 1864–1946 New York",Alfred Stieglitz,1946,American,,Editor,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Periodicals,,,"Alfred Stieglitz Collection, by exchange, 1953",,Photographs,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/285374,,,Printed book with photogravure illustrations.,4/1/2019 8:00:02 AM,1,1909,09-Apr,1909,285374,Periodical; Photographically illustrated book,53.701.27,,,,,"Metropolitan Museum of Art, New York, NY","© 2019 Artists Rights Society (ARS), New York",0,,,,,"Camera Work, No. 26"
